YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,SCORE
2017,2018,1963,PRIVATE,08,Eglinton-Lawrence,625 ROSELAWN AVE,9,91,90
2017,2018,1959,PRIVATE,08,Eglinton-Lawrence,665 ROSELAWN AVE,5,87,85
2017,2018,1947,PRIVATE,03,Etobicoke-Lakeshore,285 PARK LAWN RD,4,29,71
2017,2018,1957,PRIVATE,03,Etobicoke-Lakeshore,301 PARK LAWN RD,4,25,71
2017,2018,1953,PRIVATE,08,Eglinton-Lawrence,675 ROSELAWN AVE,6,52,68
2017,2018,1958,PRIVATE,05,York South-Weston,1605 JANE ST,3,28,91
2017,2018,1960,PRIVATE,05,York South-Weston,1607 JANE ST,3,29,65
2017,2018,1955,PRIVATE,03,Etobicoke-Lakeshore,2666 LAKE SHORE BLVD W,4,16,63
2017,2018,1960,PRIVATE,03,Etobicoke-Lakeshore,2704 LAKE SHORE BLVD W,4,30,68
2017,2018,1985,PRIVATE,09,Davenport,685 LANSDOWNE AVE,3,30,41
2017,2018,1963,PRIVATE,05,York South-Weston,1524 LAWRENCE AVE W,6,76,81
2017,2018,1930,PRIVATE,12,Toronto-St. Paul's,15 PENROSE RD,3,26,69
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,1592 BATHURST ST,4,35,77
2017,2018,1948,PRIVATE,12,Toronto-St. Paul's,1594 BATHURST ST,3,22,74
2017,2018,1960,PRIVATE,06,York Centre,45 FAYWOOD BLVD,4,33,76
2017,2018,1960,PRIVATE,06,York Centre,55 FAYWOOD BLVD,4,33,78
2017,2018,1963,PRIVATE,05,York South-Weston,29 CHURCH ST,10,63,60
2017,2018,1928,PRIVATE,12,Toronto-St. Paul's,5 DE SAVERY CRES,3,31,79
2017,2018,1961,PRIVATE,08,Eglinton-Lawrence,650 EGLINTON AVE W,8,102,83
2018,2018,1950,PRIVATE,12,Toronto-St. Paul's,697 EGLINTON AVE W,4,33,72
2018,2018,1950,PRIVATE,12,Toronto-St. Paul's,699 EGLINTON AVE W,4,27,73
2018,2018,1950,PRIVATE,12,Toronto-St. Paul's,701 EGLINTON AVE W,4,32,70
2017,2018,1960,PRIVATE,03,Etobicoke-Lakeshore,2660 LAKE SHORE BLVD W,4,15,63
2017,2018,1965,PRIVATE,08,Eglinton-Lawrence,680 ROSELAWN AVE,9,64,82
2017,2018,1956,PRIVATE,15,Don Valley West,501 MOUNT PLEASANT RD,4,28,84
2017,2018,1952,PRIVATE,09,Davenport,345 WESTMOUNT AVE,3,29,63
2017,2018,1952,PRIVATE,09,Davenport,355 WESTMOUNT AVE,3,29,67
2017,2018,1952,PRIVATE,09,Davenport,365 WESTMOUNT AVE,3,29,64
2017,2018,1950,PRIVATE,09,Davenport,370 WESTMOUNT AVE,3,29,67
2017,2018,1953,PRIVATE,09,Davenport,375 WESTMOUNT AVE,3,30,79
2017,2018,1930,PRIVATE,09,Davenport,240 NORTHCLIFFE BLVD,4,46,71
2017,2018,1960,PRIVATE,06,York Centre,8 VINCI CRES,4,33,76
2017,2018,1960,PRIVATE,06,York Centre,30 VINCI CRES,4,33,73
2017,2018,1960,PRIVATE,06,York Centre,59 VINCI CRES,4,33,78
2017,2018,1963,PRIVATE,16,Don Valley East,1264 YORK MILLS RD,7,76,84
2017,2018,1930,SOCIAL HOUSING,12,Toronto-St. Paul's,497 ST CLAIR AVE W,4,19,69
2017,2018,1929,PRIVATE,12,Toronto-St. Paul's,795 ST CLAIR AVE W,3,19,61
2017,2018,1965,PRIVATE,16,Don Valley East,44 VALLEY WOODS RD,22,263,94
2017,2018,1958,PRIVATE,03,Etobicoke-Lakeshore,50 FOURTH ST,3,11,80
2017,2018,1968,PRIVATE,12,Toronto-St. Paul's,221 BALLIOL ST,17,272,85
2017,2018,1967,PRIVATE,11,University-Rosedale,280 ST GEORGE ST,15,85,79
2017,2018,1987,SOCIAL HOUSING,11,University-Rosedale,153 BORDEN ST,3,45,61
2017,2018,1989,SOCIAL HOUSING,11,University-Rosedale,805 BLOOR ST W,4,24,78
2018,2018,1927,PRIVATE,11,University-Rosedale,828 SHAW ST,3,17,49
2017,2018,1915,PRIVATE,09,Davenport,1182 QUEEN ST W,3,25,64
2017,2018,1968,PRIVATE,05,York South-Weston,2625 KEELE ST,3,10,78
2017,2018,1953,PRIVATE,05,York South-Weston,2639 KEELE ST,3,11,70
2017,2018,1950,PRIVATE,19,Beaches-East York,567 KINGSTON RD,4,15,73
2017,2018,1940,PRIVATE,19,Beaches-East York,569 KINGSTON RD,4,15,66
2017,2018,1935,PRIVATE,19,Beaches-East York,737 KINGSTON RD,4,24,69
2018,2018,1960,PRIVATE,04,Parkdale-High Park,100 JAMESON AVE,10,80,58
2017,2018,1969,PRIVATE,05,York South-Weston,1465 LAWRENCE AVE W,20,161,81
2017,2018,1932,PRIVATE,09,Davenport,10 BEACONSFIELD AVE,4,11,76
2019,2018,1911,PRIVATE,09,Davenport,225 GLADSTONE AVE,4,27,50
2017,2018,2007,SOCIAL HOUSING,09,Davenport,46 DELAWARE AVE,3,14,80
2017,2018,1930,PRIVATE,09,Davenport,220 DELAWARE AVE,4,16,83
2017,2018,1915,PRIVATE,05,York South-Weston,83 CLEARVIEW HTS,3,40,69
2017,2018,1957,PRIVATE,06,York Centre,8 ROSSEAU RD,3,11,88
2017,2018,1955,PRIVATE,06,York Centre,10 ROSSEAU RD,3,11,85
2017,2018,1956,PRIVATE,06,York Centre,11 ROSSEAU RD,3,11,81
2017,2018,1951,PRIVATE,06,York Centre,15 ROSSEAU RD,3,11,80
2017,2018,1953,PRIVATE,06,York Centre,17 ROSSEAU RD,3,11,76
2019,2018,1960,PRIVATE,20,Scarborough Southwest,1043 VICTORIA PARK AVE,3,11,78
2017,2018,1962,PRIVATE,20,Scarborough Southwest,1047 VICTORIA PARK AVE,3,11,77
2017,2018,1957,PRIVATE,03,Etobicoke-Lakeshore,1 NEWHOLM RD,4,27,73
2017,2018,1956,PRIVATE,03,Etobicoke-Lakeshore,2 NEWHOLM RD,4,51,65
2017,2018,1947,PRIVATE,03,Etobicoke-Lakeshore,3 NEWHOLM RD,4,25,78
2017,2018,1955,PRIVATE,03,Etobicoke-Lakeshore,5 NEWHOLM RD,4,27,66
2017,2018,1958,PRIVATE,03,Etobicoke-Lakeshore,8 NEWHOLM RD,4,26,80
2018,2018,1898,PRIVATE,11,University-Rosedale,409 HURON ST,4,42,37
2017,2018,1970,PRIVATE,16,Don Valley East,1274 YORK MILLS RD,7,73,79
2018,2018,1959,PRIVATE,16,Don Valley East,1284 YORK MILLS RD,7,63,73
2017,2018,1961,PRIVATE,16,Don Valley East,1325 YORK MILLS RD,4,64,78
2019,2018,2016,PRIVATE,19,Beaches-East York,763 WOODBINE AVE,7,64,82
2017,2018,1957,PRIVATE,15,Don Valley West,657 BALLIOL ST,4,29,67
2017,2018,1967,PRIVATE,08,Eglinton-Lawrence,655 BRIAR HILL AVE,4,36,79
2017,2018,1971,PRIVATE,11,University-Rosedale,277-283 ST GEORGE ST,10,74,67
2017,2018,1925,PRIVATE,12,Toronto-St. Paul's,340 AVENUE RD,4,24,76
2017,2018,1925,PRIVATE,12,Toronto-St. Paul's,342 AVENUE RD,4,24,75
2017,2018,1925,PRIVATE,12,Toronto-St. Paul's,320 AVENUE RD,4,24,73
2017,2018,1968,PRIVATE,09,Davenport,531 CALEDONIA RD,4,24,67
2017,2018,1962,PRIVATE,08,Eglinton-Lawrence,15 SHALLMAR BLVD,7,78,76
2017,2018,1949,PRIVATE,06,York Centre,26 ROSSEAU RD,3,11,66
2017,2018,1971,PRIVATE,11,University-Rosedale,666 SPADINA AVE,24,334,79
2017,2018,1920,PRIVATE,19,Beaches-East York,441 KINGSTON RD,3,15,75
2017,2018,1977,PRIVATE,04,Parkdale-High Park,96 JAMESON AVE,6,72,64
2017,2018,1955,PRIVATE,04,Parkdale-High Park,130 JAMESON AVE,7,108,80
2017,2018,1958,PRIVATE,15,Don Valley West,75 PETMAN AVE,3,26,71
2017,2018,1967,PRIVATE,08,Eglinton-Lawrence,111 RIDELLE AVE,18,139,80
2017,2018,1975,PRIVATE,04,Parkdale-High Park,494 RUNNYMEDE RD,3,36,73
2017,2018,1954,PRIVATE,02,Etobicoke Centre,3 ANGLESEY BLVD,4,22,81
2017,2018,1954,PRIVATE,02,Etobicoke Centre,7 ANGLESEY BLVD,4,19,84
2017,2018,1960,PRIVATE,09,Davenport,500 GILBERT AVE,3,29,80
2017,2018,1960,PRIVATE,09,Davenport,502 GILBERT AVE,3,23,79
2017,2018,1956,PRIVATE,08,Eglinton-Lawrence,16 HOTSPUR RD,3,12,73
2017,2018,1956,PRIVATE,08,Eglinton-Lawrence,20 HOTSPUR RD,3,12,73
2017,2018,1965,PRIVATE,15,Don Valley West,435 EGLINTON AVE E,12,52,72
2017,2018,1965,PRIVATE,15,Don Valley West,485 EGLINTON AVE E,12,108,74
2018,2018,1949,PRIVATE,06,York Centre,12 ROSSEAU RD,3,11,68
2018,2018,1949,PRIVATE,06,York Centre,14 ROSSEAU RD,3,11,66
2017,2018,1962,PRIVATE,16,Don Valley East,67 PARKWOODS VILLAGE DR,7,78,95
2017,2018,1963,PRIVATE,16,Don Valley East,70 PARKWOODS VILLAGE DR,6,65,99
2017,2018,1960,PRIVATE,11,University-Rosedale,44 WALMER RD,13,85,76
2017,2018,1950,PRIVATE,08,Eglinton-Lawrence,21 NEPTUNE DR,3,10,81
2017,2018,1950,PRIVATE,08,Eglinton-Lawrence,23 NEPTUNE DR,3,10,81
2017,2018,1971,PRIVATE,11,University-Rosedale,34 WALMER RD,10,61,79
2017,2018,1960,PRIVATE,19,Beaches-East York,419 WOODBINE AVE,3,11,69
2017,2018,1920,PRIVATE,19,Beaches-East York,84 WILLOW AVE,3,18,67
2017,2018,1954,PRIVATE,02,Etobicoke Centre,310 THE KINGSWAY,3,22,80
2017,2018,1954,PRIVATE,02,Etobicoke Centre,314 THE KINGSWAY,3,22,85
2017,2018,1965,PRIVATE,11,University-Rosedale,276 ST GEORGE ST,9,88,66
2017,2018,1974,PRIVATE,08,Eglinton-Lawrence,660 BRIAR HILL AVE,8,76,90
2017,2018,1955,PRIVATE,03,Etobicoke-Lakeshore,2507 LAKE SHORE BLVD W,3,21,60
2018,2018,1925,PRIVATE,09,Davenport,34 HEYDON PARK RD,3,31,61
2017,2018,1925,PRIVATE,12,Toronto-St. Paul's,330 AVENUE RD,3,19,77
2017,2018,1958,PRIVATE,03,Etobicoke-Lakeshore,169 BERRY RD,4,25,75
2017,2018,1956,PRIVATE,12,Toronto-St. Paul's,291 AVENUE RD,8,96,81
2017,2018,1970,PRIVATE,09,Davenport,478 CALEDONIA RD,3,20,73
2017,2018,1960,PRIVATE,09,Davenport,480 CALEDONIA RD,4,28,78
2017,2018,1955,PRIVATE,06,York Centre,21 ROSSEAU RD,3,11,83
2017,2018,1966,PRIVATE,16,Don Valley East,105 ROWENA DR,12,243,87
2017,2018,1957,PRIVATE,05,York South-Weston,2368 KEELE ST,4,47,79
2017,2018,1957,PRIVATE,05,York South-Weston,2370 KEELE ST,4,46,75
2017,2018,1968,PRIVATE,04,Parkdale-High Park,109 JAMESON AVE,7,118,44
2017,2018,1965,TCHC,01,Etobicoke North,101 KENDLETON DR,7,221,68
2017,2018,1965,TCHC,01,Etobicoke North,111 KENDLETON DR,7,58,76
2017,2018,1965,TCHC,01,Etobicoke North,121 KENDLETON DR,11,194,68
2017,2018,1940,PRIVATE,09,Davenport,19-21 RUSHOLME RD,3,11,80
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,1065 EGLINTON AVE W,4,34,84
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,1071 EGLINTON AVE W,3,33,71
2017,2018,1984,TCHC,01,Etobicoke North,10 HUMBERLINE DR,13,179,69
2017,2018,1973,PRIVATE,12,Toronto-St. Paul's,101 ROEHAMPTON AVE,20,129,68
2017,2018,1911,PRIVATE,09,Davenport,1505 DUNDAS ST W,3,12,63
2017,2018,1950,PRIVATE,02,Etobicoke Centre,4750 DUNDAS ST W,4,14,71
2017,2018,1950,PRIVATE,02,Etobicoke Centre,4752 DUNDAS ST W,4,14,72
2017,2018,1930,PRIVATE,12,Toronto-St. Paul's,779 EGLINTON AVE W,3,17,78
2017,2018,1963,PRIVATE,16,Don Valley East,111 COMBERMERE DR,7,81,85
2017,2018,1963,PRIVATE,16,Don Valley East,121 COMBERMERE DR,8,66,89
2017,2018,1967,PRIVATE,15,Don Valley West,300 EGLINTON AVE E,15,96,78
2018,2018,1960,PRIVATE,06,York Centre,5 ROSSEAU RD,3,11,78
2017,2018,1965,PRIVATE,16,Don Valley East,57 PARKWOODS VILLAGE DR,7,87,75
2017,2018,1955,PRIVATE,06,York Centre,9 ROSSEAU RD,3,11,83
2017,2018,1962,PRIVATE,16,Don Valley East,76 PARKWOODS VILLAGE DR,6,65,83
2017,2018,1955,PRIVATE,06,York Centre,19 ROSSEAU RD,3,11,81
2019,2018,1954,PRIVATE,20,Scarborough Southwest,1051 VICTORIA PARK AVE,3,11,58
2018,2018,1955,PRIVATE,20,Scarborough Southwest,1075 VICTORIA PARK AVE,3,18,75
2017,2018,1960,PRIVATE,08,Eglinton-Lawrence,99 MARLEE AVE,6,59,83
2017,2018,1960,PRIVATE,03,Etobicoke-Lakeshore,159 STEPHEN DR,4,24,84
2018,2018,1954,PRIVATE,03,Etobicoke-Lakeshore,167 STEPHEN DR,4,44,71
2017,2018,1960,PRIVATE,03,Etobicoke-Lakeshore,193 STEPHEN DR,3,10,81
2017,2018,1960,PRIVATE,09,Davenport,524 HARVIE AVE,3,29,81
2017,2018,1960,PRIVATE,09,Davenport,526 HARVIE AVE,3,29,81
2017,2018,1958,PRIVATE,09,Davenport,554 HARVIE AVE,4,15,83
2017,2018,1925,PRIVATE,12,Toronto-St. Paul's,326 AVENUE RD,3,18,73
2017,2018,1959,PRIVATE,03,Etobicoke-Lakeshore,2369 LAKE SHORE BLVD W,4,87,79
2017,2018,1954,PRIVATE,03,Etobicoke-Lakeshore,2309 LAKE SHORE BLVD W,4,28,71
2017,2018,1952,PRIVATE,03,Etobicoke-Lakeshore,2537 LAKE SHORE BLVD W,3,75,71
2017,2018,1952,PRIVATE,03,Etobicoke-Lakeshore,2531 LAKE SHORE BLVD W,6,110,71
2017,2018,1982,PRIVATE,20,Scarborough Southwest,30 BURN HILL RD,22,238,77
2017,2018,1905,PRIVATE,09,Davenport,1 HAVELOCK ST,3,18,73
2017,2018,1950,PRIVATE,19,Beaches-East York,156 KINGSTON RD,4,62,73
2017,2018,1960,PRIVATE,06,York Centre,3886 BATHURST ST,4,28,81
2017,2018,1958,PRIVATE,06,York Centre,3890 BATHURST ST,4,30,81
2017,2018,1958,PRIVATE,06,York Centre,3892 BATHURST ST,4,29,80
2017,2018,1966,PRIVATE,16,Don Valley East,100 ROWENA DR,12,248,79
2017,2018,1952,PRIVATE,20,Scarborough Southwest,3214 ST CLAIR AVE E,3,16,77
2017,2018,1956,PRIVATE,11,University-Rosedale,1 ROSEDALE RD,4,25,77
2018,2018,1900,PRIVATE,08,Eglinton-Lawrence,485 DUPLEX AVE,3,36,75
2017,2018,1934,PRIVATE,19,Beaches-East York,204 KINGSTON RD,3,15,75
2017,2018,1927,PRIVATE,19,Beaches-East York,125 KENILWORTH AVE,3,20,74
2017,2018,1972,PRIVATE,20,Scarborough Southwest,263 PHARMACY AVE,21,329,79
2017,2018,1953,PRIVATE,05,York South-Weston,2558 EGLINTON AVE W,4,29,77
2018,2018,1950,PRIVATE,05,York South-Weston,1 GREENBROOK DR,3,23,73
2017,2018,1900,PRIVATE,08,Eglinton-Lawrence,487 DUPLEX AVE,3,36,74
2017,2018,1950,PRIVATE,09,Davenport,22 ROBINA AVE,3,20,70
2017,2018,1925,PRIVATE,19,Beaches-East York,1836 QUEEN ST E,3,30,63
2017,2018,1930,PRIVATE,09,Davenport,1044 COLLEGE ST,3,43,71
2017,2018,1950,PRIVATE,09,Davenport,1094 COLLEGE ST,3,19,63
2017,2018,1976,PRIVATE,20,Scarborough Southwest,30 DENTON AVE,22,575,83
2017,2018,1963,PRIVATE,15,Don Valley West,420 EGLINTON AVE E,5,44,74
2017,2018,1960,PRIVATE,15,Don Valley West,440 EGLINTON AVE E,10,90,87
2017,2018,1956,PRIVATE,15,Don Valley West,299 FORMAN AVE,4,29,61
2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,85
2018,2018,1928,PRIVATE,12,Toronto-St. Paul's,50 RAGLAN AVE,4,32,61
2017,2018,1963,PRIVATE,12,Toronto-St. Paul's,120 RAGLAN AVE,9,175,87
2017,2018,1957,PRIVATE,12,Toronto-St. Paul's,481 VAUGHAN RD,7,97,78
2017,2018,1952,PRIVATE,20,Scarborough Southwest,3218 ST CLAIR AVE E,3,16,76
2017,2018,1969,PRIVATE,20,Scarborough Southwest,10 MACEY AVE,16,255,80
2017,2018,1955,PRIVATE,08,Eglinton-Lawrence,101 MARLEE AVE,6,58,78
2017,2018,1971,PRIVATE,12,Toronto-St. Paul's,330 WINNETT AVE,4,39,79
2017,2018,1940,PRIVATE,09,Davenport,966 ST CLAIR AVE W,4,11,71
2017,2018,1955,PRIVATE,15,Don Valley West,341 FORMAN AVE,4,15,75
2017,2018,1958,PRIVATE,03,Etobicoke-Lakeshore,2495 LAKE SHORE BLVD W,3,45,75
2017,2018,1930,PRIVATE,12,Toronto-St. Paul's,484 ORIOLE PKWY,3,18,69
2017,2018,1928,PRIVATE,09,Davenport,1019 BLOOR ST W,3,26,60
2017,2018,1958,PRIVATE,06,York Centre,3896 BATHURST ST,4,30,81
2017,2018,1958,PRIVATE,06,York Centre,3894 BATHURST ST,4,29,83
2019,2018,1955,PRIVATE,03,Etobicoke-Lakeshore,2517 LAKE SHORE BLVD W,4,42,60
2017,2018,1950,PRIVATE,03,Etobicoke-Lakeshore,2515 LAKE SHORE BLVD W,4,30,68
2017,2018,1956,PRIVATE,12,Toronto-St. Paul's,65 BROADWAY AVE,4,71,71
2017,2018,1930,PRIVATE,12,Toronto-St. Paul's,3 BROADWAY AVE,4,36,72
2017,2018,1969,TCHC,13,Toronto Centre,325 BLEECKER ST,24,327,64
2017,2018,1969,TCHC,13,Toronto Centre,275 BLEECKER ST,21,301,67
2017,2018,1961,PRIVATE,16,Don Valley East,1441 LAWRENCE AVE E,14,251,80
2017,2018,1954,PRIVATE,08,Eglinton-Lawrence,107 ROSELAWN AVE,4,21,76
2017,2018,1940,PRIVATE,12,Toronto-St. Paul's,166 EASTBOURNE AVE,3,21,76
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,211 EGLINTON AVE W,3,31,71
2017,2018,1968,PRIVATE,03,Etobicoke-Lakeshore,5 HILL HEIGHTS RD,5,36,64
2017,2018,1957,TCHC,08,Eglinton-Lawrence,11 FLEMINGTON RD,4,31,68
2017,2018,1957,TCHC,08,Eglinton-Lawrence,9 FLEMINGTON RD,4,30,68
2017,2018,1957,TCHC,08,Eglinton-Lawrence,7 FLEMINGTON RD,4,30,68
2017,2018,1957,TCHC,08,Eglinton-Lawrence,5 FLEMINGTON RD,3,31,69
2017,2018,1957,TCHC,08,Eglinton-Lawrence,3 FLEMINGTON RD,3,31,68
2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,101 VAUGHAN RD,4,32,88
2017,2018,1963,PRIVATE,12,Toronto-St. Paul's,98 VAUGHAN RD,4,40,87
2017,2018,1970,PRIVATE,20,Scarborough Southwest,20 TEESDALE PL,24,284,78
2017,2018,1930,PRIVATE,09,Davenport,925 ST CLAIR AVE W,4,24,57
2017,2018,1930,PRIVATE,09,Davenport,923 ST CLAIR AVE W,4,24,58
2018,2018,1923,PRIVATE,09,Davenport,1212 BLOOR ST W,3,16,72
2017,2018,1930,PRIVATE,12,Toronto-St. Paul's,486 ORIOLE PKWY,3,21,69
2017,2018,1960,PRIVATE,16,Don Valley East,21 WELSFORD GDNS,15,154,87
2017,2018,1929,PRIVATE,12,Toronto-St. Paul's,118 VAUGHAN RD,4,32,75
2017,2018,1929,PRIVATE,12,Toronto-St. Paul's,120 VAUGHAN RD,3,24,76
2017,2018,1968,PRIVATE,20,Scarborough Southwest,10 TEESDALE PL,24,285,75
2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,560 OAKWOOD AVE,3,24,63
2017,2018,1964,PRIVATE,16,Don Valley East,1840 VICTORIA PARK AVE,12,204,84
2017,2018,1964,PRIVATE,16,Don Valley East,1850 VICTORIA PARK AVE,15,240,84
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,440 WINONA DR,6,130,82
2017,2018,1960,PRIVATE,12,Toronto-St. Paul's,450 WINONA DR,6,124,81
2017,2018,1958,PRIVATE,12,Toronto-St. Paul's,460 WINONA DR,5,55,69
2017,2018,1957,PRIVATE,09,Davenport,917 ST CLAIR AVE W,3,16,64
2017,2018,1930,PRIVATE,09,Davenport,921 ST CLAIR AVE W,4,23,59
2017,2018,1956,PRIVATE,08,Eglinton-Lawrence,67 WASDALE CRES,3,11,64
2017,2018,1955,PRIVATE,03,Etobicoke-Lakeshore,2 HILL HEIGHTS RD,4,30,80
2017,2018,1955,PRIVATE,06,York Centre,3018 KEELE ST,4,31,54
2017,2018,1950,SOCIAL HOUSING,06,York Centre,4085 BATHURST ST,3,10,69
2017,2018,1959,PRIVATE,06,York Centre,2868 KEELE ST,3,30,72
2017,2018,1979,PRIVATE,16,Don Valley East,1780 VICTORIA PARK AVE,10,83,78
2017,2018,1966,PRIVATE,16,Don Valley East,1698 VICTORIA PARK AVE,5,52,71
2017,2018,1973,PRIVATE,09,Davenport,1011 LANSDOWNE AVE,21,352,50
2017,2018,1966,PRIVATE,12,Toronto-St. Paul's,795 VAUGHAN RD,8,106,78
2017,2018,1957,PRIVATE,12,Toronto-St. Paul's,642 VAUGHAN RD,4,23,76
2017,2018,1926,PRIVATE,04,Parkdale-High Park,5 HIGH PARK AVE,3,21,69
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,641 VAUGHAN RD,4,45,81
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,147 VAUGHAN RD,3,12,63
2017,2018,1950,PRIVATE,12,Toronto-St. Paul's,125 VAUGHAN RD,4,32,77
2017,2018,2003,SOCIAL HOUSING,09,Davenport,973 LANSDOWNE AVE,3,20,73
2017,2018,1951,PRIVATE,03,Etobicoke-Lakeshore,2407 LAKE SHORE BLVD W,3,22,80
2017,2018,1970,PRIVATE,03,Etobicoke-Lakeshore,2377 LAKE SHORE BLVD W,4,23,68
2019,2018,1913,PRIVATE,09,Davenport,10 MOUNT ROYAL AVE,3,12,63
2017,2018,1965,PRIVATE,20,Scarborough Southwest,815 MIDLAND AVE,3,23,74
2017,2018,1959,PRIVATE,20,Scarborough Southwest,740 MIDLAND AVE,5,87,78
2017,2018,1960,PRIVATE,03,Etobicoke-Lakeshore,2361 LAKE SHORE BLVD W,4,47,80
2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,137 EGLINTON AVE W,3,18,71
2017,2018,1935,PRIVATE,12,Toronto-St. Paul's,190 COLIN AVE,6,40,73
2018,2018,1958,PRIVATE,06,York Centre,4087 BATHURST ST,3,11,79
2017,2018,1962,PRIVATE,06,York Centre,4100 BATHURST ST,5,37,63
2017,2018,1950,PRIVATE,06,York Centre,4110 BATHURST ST,3,16,65
2017,2018,1957,PRIVATE,03,Etobicoke-Lakeshore,12 ALBERT AVE,3,12,81
2017,2018,1950,PRIVATE,03,Etobicoke-Lakeshore,16 ALBERT AVE,3,18,83
2017,2018,1950,PRIVATE,16,Don Valley East,76 BARTLEY DR,3,10,80
2017,2018,1962,PRIVATE,16,Don Valley East,80 BARTLEY DR,3,10,77
2017,2018,1950,PRIVATE,12,Toronto-St. Paul's,115 EGLINTON AVE W,3,18,64
2017,2018,1950,PRIVATE,12,Toronto-St. Paul's,119 EGLINTON AVE W,3,18,64
2017,2018,1958,PRIVATE,20,Scarborough Southwest,996 DANFORTH RD,3,20,80
2017,2018,1958,PRIVATE,20,Scarborough Southwest,998 DANFORTH RD,3,21,78
2018,2018,1962,PRIVATE,03,Etobicoke-Lakeshore,25 ELIZABETH ST,3,29,74
2017,2018,1917,PRIVATE,13,Toronto Centre,96 ISABELLA ST,4,28,79
2017,2018,1960,PRIVATE,13,Toronto Centre,105 ISABELLA ST,11,221,78
2017,2018,1951,PRIVATE,09,Davenport,1095 ST CLAIR AVE W,3,11,57
2017,2018,1974,PRIVATE,09,Davenport,730 ST CLARENS AVE,18,275,73
2017,2018,1951,PRIVATE,03,Etobicoke-Lakeshore,51 STANLEY AVE,3,12,72
2017,2018,1959,SOCIAL HOUSING,03,Etobicoke-Lakeshore,110 STANLEY AVE,3,16,78
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,197 VAUGHAN RD,6,42,80
2017,2018,2009,SOCIAL HOUSING,12,Toronto-St. Paul's,201 VAUGHAN RD,3,30,81
2017,2018,1910,PRIVATE,09,Davenport,97 NORTHCLIFFE BLVD,3,10,63
2017,2018,1957,PRIVATE,05,York South-Weston,3 NASHVILLE AVE,4,21,79
2017,2018,1965,PRIVATE,05,York South-Weston,7 NASHVILLE AVE,4,23,64
2017,2018,1955,PRIVATE,16,Don Valley East,2 BIGGIN CRT,4,77,81
2017,2018,1914,PRIVATE,04,Parkdale-High Park,1920 BLOOR ST W,3,16,63
2017,2018,1914,PRIVATE,04,Parkdale-High Park,1914 BLOOR ST W,3,16,63
2017,2018,1983,TCHC,08,Eglinton-Lawrence,3174 BATHURST ST,12,181,77
2017,2018,1992,TCHC,08,Eglinton-Lawrence,3036-3050 BATHURST ST,7,160,75
2017,2018,1955,PRIVATE,06,York Centre,4114 BATHURST ST,4,17,68
2017,2018,1955,PRIVATE,06,York Centre,4111 BATHURST ST,3,11,63
2017,2018,1950,PRIVATE,06,York Centre,4109 BATHURST ST,3,10,63
2017,2018,1956,PRIVATE,20,Scarborough Southwest,68 HARRIS PARK DR,3,11,79
2017,2018,1956,PRIVATE,20,Scarborough Southwest,64 HARRIS PARK DR,3,11,78
2017,2018,1997,SOCIAL HOUSING,04,Parkdale-High Park,2750 DUNDAS ST W,6,30,73
2017,2018,1952,PRIVATE,08,Eglinton-Lawrence,24 HOTSPUR RD,3,10,70
2017,2018,1957,PRIVATE,08,Eglinton-Lawrence,22 HOTSPUR RD,3,10,61
2017,2018,1963,PRIVATE,13,Toronto Centre,59 ISABELLA ST,14,101,82
2017,2018,1956,PRIVATE,20,Scarborough Southwest,14 ENGELHART CRES,3,47,76
2017,2018,1956,PRIVATE,16,Don Valley East,1594 VICTORIA PARK AVE,4,28,89
2017,2018,1920,PRIVATE,12,Toronto-St. Paul's,195 VAUGHAN RD,4,32,79
2017,2018,1952,PRIVATE,12,Toronto-St. Paul's,194 VAUGHAN RD,4,22,67
2017,2018,1955,PRIVATE,12,Toronto-St. Paul's,189 VAUGHAN RD,4,16,69
2017,2018,1940,PRIVATE,12,Toronto-St. Paul's,63 MAXWELL AVE,3,33,76
2017,2018,1928,PRIVATE,12,Toronto-St. Paul's,48 MAXWELL AVE,3,29,81
2017,2018,1955,PRIVATE,16,Don Valley East,3 BIGGIN CRT,4,55,76
2017,2018,1959,PRIVATE,06,York Centre,4141 BATHURST ST,3,30,85
2017,2018,1960,PRIVATE,11,University-Rosedale,309 MOUNT PLEASANT RD,3,25,70
2017,2018,1955,PRIVATE,16,Don Valley East,5 BIGGIN CRT,4,65,75
2017,2018,1965,PRIVATE,12,Toronto-St. Paul's,640 LAUDER AVE,10,129,81
